as_of_date,invoice_id,customer_id,due_date,open_amount,currency,days_past_due,aging_bucket,is_disputed_open
2026-03-01,INV-104690,CUST-1143,2026-01-16,20682.1,USD,64,61-90,False
2026-03-01,INV-104691,CUST-1012,2025-10-27,24838.32,USD,69,61-90,False
2026-03-01,INV-104692,CUST-1112,2026-01-18,93584.15,USD,41,31-60,False
2026-03-01,INV-104693,CUST-1034,2026-03-29,30753.58,USD,15,1-30,False
2026-03-01,INV-104694,CUST-1186,2026-01-05,75833.99,USD,140,90+,False
2026-03-01,INV-104695,CUST-1148,2025-12-13,33961.86,USD,148,90+,False
2026-03-01,INV-104696,CUST-1181,2025-10-17,43536.97,USD,58,31-60,False
2026-03-01,INV-104697,CUST-1157,2025-11-18,32419.78,USD,46,31-60,False
2026-03-01,INV-104698,CUST-1047,2025-12-20,36870.29,USD,109,90+,False
2026-03-01,INV-104699,CUST-1034,2026-01-24,95871.19,USD,125,90+,True
2026-03-01,INV-104700,CUST-1085,2025-10-23,2405.73,USD,42,31-60,True
2026-03-01,INV-104701,CUST-1165,2026-01-06,54354.59,USD,108,90+,False
2026-03-01,INV-104702,CUST-1158,2025-12-11,37476.77,USD,113,90+,False
2026-03-01,INV-104703,CUST-1151,2026-02-18,76453.78,USD,2,1-30,False
2026-03-01,INV-104704,CUST-1113,2026-02-28,40236.7,USD,75,61-90,True
2026-03-01,INV-104705,CUST-1176,2025-11-26,51156.54,USD,6,1-30,False
2026-03-01,INV-104706,CUST-1099,2026-02-25,32201.17,USD,19,1-30,True
2026-03-01,INV-104707,CUST-1159,2025-12-25,143695.46,USD,78,61-90,False
2026-03-01,INV-104708,CUST-1182,2026-03-29,14922.75,USD,64,61-90,False
2026-03-01,INV-104709,CUST-1185,2025-10-23,59558.14,USD,114,90+,False
2026-03-01,INV-104710,CUST-1098,2026-01-13,54062.85,USD,141,90+,False
2026-03-01,INV-104711,CUST-1002,2026-03-12,19664.22,USD,97,90+,False
2026-03-01,INV-104712,CUST-1196,2025-12-06,17652.06,USD,48,31-60,False
2026-03-01,INV-104713,CUST-1084,2025-11-03,32353.33,USD,73,61-90,False
2026-03-01,INV-104714,CUST-1124,2025-11-02,23290.91,USD,36,31-60,False
2026-03-01,INV-104715,CUST-1137,2025-11-15,35424.16,USD,133,90+,True
2026-03-01,INV-104716,CUST-1082,2025-12-20,42844.18,USD,5,1-30,False
2026-03-01,INV-104717,CUST-1024,2026-03-22,17382.26,USD,27,1-30,False
2026-03-01,INV-104718,CUST-1067,2026-02-24,55449.14,USD,101,90+,False
2026-03-01,INV-104719,CUST-1060,2025-12-26,24059.33,USD,120,90+,False
2026-03-01,INV-104720,CUST-1028,2025-10-15,31084.09,USD,140,90+,False
2026-03-01,INV-104721,CUST-1126,2026-01-31,2490.57,USD,12,1-30,False
2026-03-01,INV-104722,CUST-1018,2026-01-29,104072.11,USD,122,90+,False
2026-03-01,INV-104723,CUST-1170,2025-12-17,21799.87,USD,9,1-30,False
2026-03-01,INV-104724,CUST-1193,2025-12-05,16722.2,USD,79,61-90,False
2026-03-01,INV-104725,CUST-1073,2025-11-08,4631.22,USD,98,90+,False
2026-03-01,INV-104726,CUST-1060,2025-10-18,25229.52,USD,36,31-60,False
2026-03-01,INV-104727,CUST-1170,2026-03-09,16704.06,USD,120,90+,False
2026-03-01,INV-104728,CUST-1152,2025-10-21,74463.53,USD,7,1-30,False
2026-03-01,INV-104729,CUST-1019,2026-03-17,29399.23,USD,85,61-90,False
2026-03-01,INV-104730,CUST-1047,2025-10-27,26453.99,USD,4,1-30,True
2026-03-01,INV-104731,CUST-1086,2025-10-02,20983.53,USD,121,90+,False
2026-03-01,INV-104732,CUST-1151,2026-01-05,14692.22,USD,26,1-30,False
2026-03-01,INV-104733,CUST-1138,2025-11-08,24404.28,USD,123,90+,False
2026-03-01,INV-104734,CUST-1109,2025-11-25,78114.06,USD,146,90+,False
2026-03-01,INV-104735,CUST-1182,2026-01-15,13197.72,USD,42,31-60,True
2026-03-01,INV-104736,CUST-1027,2026-02-04,16202.64,USD,34,31-60,False
2026-03-01,INV-104737,CUST-1196,2025-10-13,8965.37,USD,54,31-60,False
2026-03-01,INV-104738,CUST-1190,2026-02-03,23876.7,USD,60,31-60,False
2026-03-01,INV-104739,CUST-1058,2025-11-25,48458.14,USD,46,31-60,False
2026-03-01,INV-104740,CUST-1132,2025-10-28,22884.71,USD,101,90+,False
2026-03-01,INV-104741,CUST-1050,2025-12-03,44201.19,USD,76,61-90,False
2026-03-01,INV-104742,CUST-1148,2025-12-10,87915.56,USD,55,31-60,False
2026-03-01,INV-104743,CUST-1011,2026-03-18,30897.55,USD,81,61-90,True
2026-03-01,INV-104744,CUST-1049,2026-01-27,26997.57,USD,145,90+,False
2026-03-01,INV-104745,CUST-1131,2026-01-08,50647.12,USD,52,31-60,False
2026-03-01,INV-104746,CUST-1112,2025-11-10,22429.2,USD,88,61-90,False
2026-03-01,INV-104747,CUST-1169,2025-10-04,5191.32,USD,84,61-90,False
2026-03-01,INV-104748,CUST-1165,2026-03-07,66289.25,USD,138,90+,False
2026-03-01,INV-104749,CUST-1152,2025-12-27,44361.17,USD,111,90+,False
2026-03-01,INV-104750,CUST-1013,2025-12-23,48697.66,USD,128,90+,False
2026-03-01,INV-104751,CUST-1031,2025-11-15,91597.25,USD,95,90+,False
2026-03-01,INV-104752,CUST-1138,2026-03-08,81525.87,USD,7,1-30,False
2026-03-01,INV-104753,CUST-1188,2025-12-27,11642.2,USD,146,90+,False
2026-03-01,INV-104754,CUST-1145,2025-10-07,26889.98,USD,15,1-30,False
2026-03-01,INV-104755,CUST-1154,2025-12-16,5312.01,USD,65,61-90,False
2026-03-01,INV-104756,CUST-1054,2026-02-13,8218.52,USD,11,1-30,False
2026-03-01,INV-104757,CUST-1181,2026-03-21,45352.48,USD,92,90+,False
2026-03-01,INV-104758,CUST-1119,2026-02-18,114352.11,USD,73,61-90,False
2026-03-01,INV-104759,CUST-1074,2026-01-01,48513.45,USD,85,61-90,False
2026-03-01,INV-104760,CUST-1020,2025-10-20,6517.96,USD,97,90+,False
2026-03-01,INV-104761,CUST-1171,2025-12-17,2134.11,USD,20,1-30,True
2026-03-01,INV-104762,CUST-1132,2026-03-09,21826.12,USD,36,31-60,False
2026-03-01,INV-104763,CUST-1086,2026-03-27,68091.89,USD,4,1-30,True
2026-03-01,INV-104764,CUST-1168,2025-10-27,21658.2,USD,66,61-90,False
2026-03-01,INV-104765,CUST-1058,2026-01-28,39491.38,USD,9,1-30,False
2026-03-01,INV-104766,CUST-1088,2025-10-25,27668.53,USD,87,61-90,False
2026-03-01,INV-104767,CUST-1181,2025-11-21,9292.99,USD,83,61-90,False
2026-03-01,INV-104768,CUST-1149,2025-10-21,9463.67,USD,61,61-90,False
2026-03-01,INV-104769,CUST-1082,2025-10-18,75557.52,USD,36,31-60,False
2026-03-01,INV-104770,CUST-1064,2025-11-08,51418.75,USD,48,31-60,True
2026-03-01,INV-104771,CUST-1063,2025-10-15,35147.77,USD,23,1-30,False
2026-03-01,INV-104772,CUST-1070,2025-11-22,48325.95,USD,81,61-90,False
2026-03-01,INV-104773,CUST-1003,2025-11-07,42049.09,USD,105,90+,False
2026-03-01,INV-104774,CUST-1192,2026-03-25,40531.07,USD,54,31-60,False
2026-03-01,INV-104775,CUST-1142,2025-11-21,19825.62,USD,6,1-30,False
2026-03-01,INV-104776,CUST-1103,2025-12-11,23743.32,USD,129,90+,False
2026-03-01,INV-104777,CUST-1149,2025-10-28,17982.12,USD,122,90+,False
2026-03-01,INV-104778,CUST-1174,2026-02-21,19035.24,USD,19,1-30,False
2026-03-01,INV-104779,CUST-1092,2026-01-26,27518.85,USD,55,31-60,False
2026-03-01,INV-104780,CUST-1173,2026-02-21,36766.33,USD,23,1-30,False
2026-03-01,INV-104781,CUST-1141,2025-11-04,84903.47,USD,107,90+,False
2026-03-01,INV-104782,CUST-1177,2026-02-22,36464.84,USD,139,90+,False
2026-03-01,INV-104783,CUST-1147,2026-01-07,5144.27,USD,90,61-90,False
2026-03-01,INV-104784,CUST-1177,2025-11-21,25618.59,USD,14,1-30,False
2026-03-01,INV-104785,CUST-1111,2026-02-17,24165.52,USD,72,61-90,False
2026-03-01,INV-104786,CUST-1160,2025-12-22,24339.49,USD,60,31-60,False
2026-03-01,INV-104787,CUST-1118,2025-11-17,47672.84,USD,27,1-30,False
2026-03-01,INV-104788,CUST-1058,2025-10-22,19121.13,USD,109,90+,False
2026-03-01,INV-104789,CUST-1042,2026-01-31,38895.27,USD,2,1-30,False
2026-03-01,INV-104790,CUST-1011,2026-02-04,8460.74,USD,15,1-30,False
2026-03-01,INV-104791,CUST-1039,2026-03-26,50323.79,USD,131,90+,False
2026-03-01,INV-104792,CUST-1117,2025-11-21,59984.84,USD,8,1-30,False
2026-03-01,INV-104793,CUST-1019,2025-12-18,92234.54,USD,109,90+,False
2026-03-01,INV-104794,CUST-1165,2026-02-06,12369.54,USD,11,1-30,False
2026-03-01,INV-104795,CUST-1130,2025-12-05,13154.82,USD,73,61-90,False
2026-03-01,INV-104796,CUST-1155,2025-12-03,87863.05,USD,43,31-60,False
2026-03-01,INV-104797,CUST-1183,2025-10-08,50848.72,USD,107,90+,False
2026-03-01,INV-104798,CUST-1089,2025-10-25,36255.46,USD,146,90+,False
2026-03-01,INV-104799,CUST-1093,2026-01-02,40577.3,USD,12,1-30,False
2026-03-01,INV-104800,CUST-1012,2026-03-28,25960.18,USD,64,61-90,False
2026-03-01,INV-104801,CUST-1065,2025-10-15,12319.93,USD,91,90+,False
2026-03-01,INV-104802,CUST-1036,2026-03-27,13990.4,USD,103,90+,False
2026-03-01,INV-104803,CUST-1176,2026-01-30,24454.85,USD,115,90+,False
2026-03-01,INV-104804,CUST-1065,2025-12-14,34029.34,USD,130,90+,False
2026-03-01,INV-104805,CUST-1035,2026-01-12,41793.35,USD,108,90+,False
2026-03-01,INV-104806,CUST-1181,2025-11-07,20070.29,USD,120,90+,False
2026-03-01,INV-104807,CUST-1025,2026-03-17,30621.12,USD,107,90+,False
2026-03-01,INV-104808,CUST-1074,2026-01-23,75314.48,USD,15,1-30,False
2026-03-01,INV-104809,CUST-1199,2025-11-08,19821.82,USD,42,31-60,False
2026-03-01,INV-104810,CUST-1107,2026-01-16,111860.92,USD,55,31-60,False
2026-03-01,INV-104811,CUST-1167,2025-10-17,72329.3,USD,135,90+,False
2026-03-01,INV-104812,CUST-1042,2026-02-12,50287.09,USD,102,90+,False
2026-03-01,INV-104813,CUST-1149,2026-01-26,14063.61,USD,5,1-30,False
2026-03-01,INV-104814,CUST-1147,2025-11-08,23362.94,USD,42,31-60,False
2026-03-01,INV-104815,CUST-1007,2025-11-04,72024.5,USD,43,31-60,False
2026-03-01,INV-104816,CUST-1028,2025-11-20,87731.52,USD,117,90+,False
2026-03-01,INV-104817,CUST-1039,2025-11-16,21808.97,USD,79,61-90,False
2026-03-01,INV-104818,CUST-1157,2025-11-05,53820.99,USD,22,1-30,False
2026-03-01,INV-104819,CUST-1127,2025-12-03,47635.97,USD,143,90+,False
2026-03-01,INV-104820,CUST-1083,2026-01-03,32568.49,USD,8,1-30,False
2026-03-01,INV-104821,CUST-1115,2026-01-13,90474.35,USD,136,90+,False
2026-03-01,INV-104822,CUST-1182,2025-10-13,30340.95,USD,58,31-60,False
2026-03-01,INV-104823,CUST-1143,2026-02-23,29958.0,USD,68,61-90,True
2026-03-01,INV-104824,CUST-1173,2026-02-26,3444.55,USD,146,90+,False
2026-03-01,INV-104825,CUST-1061,2026-01-20,68796.77,USD,34,31-60,False
2026-03-01,INV-104826,CUST-1006,2025-12-04,28924.71,USD,96,90+,False
2026-03-01,INV-104827,CUST-1044,2025-10-08,25339.9,USD,109,90+,False
2026-03-01,INV-104828,CUST-1186,2025-11-17,16203.42,USD,39,31-60,False
2026-03-01,INV-104829,CUST-1183,2025-12-24,164425.98,USD,141,90+,False
2026-03-01,INV-104830,CUST-1175,2025-11-12,93178.83,USD,83,61-90,False
2026-03-01,INV-104831,CUST-1154,2025-12-24,55899.65,USD,115,90+,False
2026-03-01,INV-104832,CUST-1180,2026-03-04,34530.53,USD,12,1-30,True
2026-03-01,INV-104833,CUST-1087,2025-10-19,2840.93,USD,52,31-60,False
2026-03-01,INV-104834,CUST-1072,2025-10-23,14265.28,USD,79,61-90,False
2026-03-01,INV-104835,CUST-1162,2026-01-23,38109.08,USD,94,90+,False
2026-03-01,INV-104836,CUST-1178,2025-11-19,10175.61,USD,38,31-60,False
2026-03-01,INV-104837,CUST-1036,2026-03-28,45628.81,USD,83,61-90,False
2026-03-01,INV-104838,CUST-1118,2025-11-12,35665.22,USD,120,90+,False
2026-03-01,INV-104839,CUST-1056,2026-01-07,36632.08,USD,64,61-90,False
2026-03-01,INV-104840,CUST-1007,2026-01-12,92271.18,USD,39,31-60,False
2026-03-01,INV-104841,CUST-1094,2026-01-24,19863.25,USD,134,90+,False
2026-03-01,INV-104842,CUST-1116,2025-11-20,9749.58,USD,44,31-60,False
2026-03-01,INV-104843,CUST-1109,2026-01-14,13495.9,USD,21,1-30,False
2026-03-01,INV-104844,CUST-1019,2026-01-20,13050.89,USD,134,90+,False
2026-03-01,INV-104845,CUST-1123,2026-03-18,134521.71,USD,121,90+,False
2026-03-01,INV-104846,CUST-1052,2025-12-11,20744.29,USD,51,31-60,False
2026-03-01,INV-104847,CUST-1118,2026-02-16,75437.11,USD,99,90+,False
2026-03-01,INV-104848,CUST-1011,2025-12-19,23478.93,USD,67,61-90,False
2026-03-01,INV-104849,CUST-1176,2026-03-29,33744.12,USD,66,61-90,True
2026-03-01,INV-104850,CUST-1016,2026-02-28,18140.71,USD,2,1-30,False
2026-03-01,INV-104851,CUST-1063,2025-11-18,64197.81,USD,57,31-60,True
2026-03-01,INV-104852,CUST-1041,2026-03-15,6384.47,USD,119,90+,False
2026-03-01,INV-104853,CUST-1093,2025-11-16,25564.66,USD,99,90+,True
2026-03-01,INV-104854,CUST-1156,2025-12-11,72865.72,USD,8,1-30,False
2026-03-01,INV-104855,CUST-1146,2025-10-07,14658.04,USD,15,1-30,False
2026-03-01,INV-104856,CUST-1010,2025-12-05,11317.3,USD,11,1-30,False
2026-03-01,INV-104857,CUST-1097,2025-12-16,37829.83,USD,101,90+,False
2026-03-01,INV-104858,CUST-1177,2025-12-01,16352.67,USD,147,90+,False
2026-03-01,INV-104859,CUST-1070,2026-03-06,64328.48,USD,30,1-30,False
2026-03-01,INV-104860,CUST-1107,2025-11-07,35690.17,USD,20,1-30,False
2026-03-01,INV-104861,CUST-1057,2026-02-02,88053.09,USD,130,90+,False
2026-03-01,INV-104862,CUST-1033,2025-12-23,23881.68,USD,20,1-30,True
2026-03-01,INV-104863,CUST-1019,2026-03-10,46780.95,USD,91,90+,False
2026-03-01,INV-104864,CUST-1049,2025-10-29,28802.37,USD,27,1-30,False
2026-03-01,INV-104865,CUST-1101,2026-01-22,14994.89,USD,132,90+,False
2026-03-01,INV-104866,CUST-1137,2025-12-18,63503.8,USD,70,61-90,False
2026-03-01,INV-104867,CUST-1159,2025-10-23,23791.0,USD,72,61-90,False
2026-03-01,INV-104868,CUST-1051,2026-01-14,7470.93,USD,147,90+,False
2026-03-01,INV-104869,CUST-1014,2026-02-08,38130.18,USD,115,90+,False
2026-03-01,INV-104870,CUST-1083,2026-01-09,19194.3,USD,57,31-60,False
2026-03-01,INV-104871,CUST-1130,2026-03-22,11523.78,USD,144,90+,False
2026-03-01,INV-104872,CUST-1036,2025-10-08,33919.8,USD,41,31-60,False
2026-03-01,INV-104873,CUST-1125,2025-12-25,30037.13,USD,96,90+,False
2026-03-01,INV-104874,CUST-1039,2026-01-25,20509.3,USD,61,61-90,False
2026-03-01,INV-104875,CUST-1071,2025-10-29,36417.35,USD,95,90+,False
2026-03-01,INV-104876,CUST-1039,2025-10-02,32723.6,USD,111,90+,False
2026-03-01,INV-104877,CUST-1055,2026-01-21,101996.87,USD,119,90+,False
2026-03-01,INV-104878,CUST-1150,2026-03-27,71837.83,USD,86,61-90,False
2026-03-01,INV-104879,CUST-1103,2025-12-04,49183.84,USD,148,90+,False
2026-03-01,INV-104880,CUST-1138,2026-01-16,48229.97,USD,133,90+,True
2026-03-01,INV-104881,CUST-1109,2025-10-20,41630.9,USD,112,90+,False
2026-03-01,INV-104882,CUST-1191,2026-03-29,31192.64,USD,91,90+,False
2026-03-01,INV-104883,CUST-1135,2025-11-06,13824.22,USD,65,61-90,False
2026-03-01,INV-104884,CUST-1092,2025-12-11,14902.55,USD,31,31-60,False
2026-03-01,INV-104885,CUST-1093,2025-10-27,27413.12,USD,63,61-90,False
2026-03-01,INV-104886,CUST-1055,2026-03-24,61108.64,USD,4,1-30,False
2026-03-01,INV-104887,CUST-1059,2026-01-31,25483.08,USD,138,90+,False
2026-03-01,INV-104888,CUST-1137,2026-02-11,32572.85,USD,127,90+,True
2026-03-01,INV-104889,CUST-1038,2025-11-14,9419.05,USD,73,61-90,True
2026-03-01,INV-104890,CUST-1027,2026-03-21,62351.3,USD,91,90+,False
2026-03-01,INV-104891,CUST-1048,2025-12-22,10629.23,USD,59,31-60,False
2026-03-01,INV-104892,CUST-1163,2026-02-23,35868.5,USD,1,1-30,True
2026-03-01,INV-104893,CUST-1124,2026-01-28,23175.08,USD,88,61-90,False
2026-03-01,INV-104894,CUST-1012,2025-12-04,27092.87,USD,106,90+,False
2026-03-01,INV-104895,CUST-1035,2025-10-25,60741.54,USD,114,90+,False
2026-03-01,INV-104896,CUST-1100,2025-10-27,21885.38,USD,75,61-90,True
2026-03-01,INV-104897,CUST-1025,2026-02-12,14641.55,USD,75,61-90,False
2026-03-01,INV-104898,CUST-1085,2026-03-21,81698.49,USD,127,90+,False
2026-03-01,INV-104899,CUST-1003,2026-01-14,11171.03,USD,20,1-30,False
2026-03-01,INV-104900,CUST-1081,2026-03-06,32274.38,USD,147,90+,False
2026-03-01,INV-104901,CUST-1191,2025-11-13,25699.67,USD,18,1-30,False
2026-03-01,INV-104902,CUST-1165,2026-01-15,24200.57,USD,62,61-90,False
2026-03-01,INV-104903,CUST-1126,2025-11-05,39096.84,USD,18,1-30,False
2026-03-01,INV-104904,CUST-1087,2026-02-24,26222.25,USD,112,90+,False
2026-03-01,INV-104905,CUST-1126,2025-10-06,29300.7,USD,21,1-30,False
2026-03-01,INV-104906,CUST-1119,2026-03-02,24153.95,USD,50,31-60,False
2026-03-01,INV-104907,CUST-1021,2026-03-08,24805.85,USD,87,61-90,False
2026-03-01,INV-104908,CUST-1129,2025-10-09,54788.27,USD,122,90+,True
2026-03-01,INV-104909,CUST-1030,2026-03-14,80507.51,USD,62,61-90,False
2026-03-01,INV-104910,CUST-1118,2026-03-04,29068.19,USD,61,61-90,False
2026-03-01,INV-104911,CUST-1010,2025-10-13,28478.26,USD,73,61-90,False
2026-03-01,INV-104912,CUST-1045,2025-11-10,76532.19,USD,31,31-60,True
2026-03-01,INV-104913,CUST-1095,2026-02-05,21980.81,USD,143,90+,False
2026-03-01,INV-104914,CUST-1189,2025-12-05,34531.95,USD,14,1-30,False
2026-03-01,INV-104915,CUST-1196,2025-12-24,33312.54,USD,47,31-60,False
2026-03-01,INV-104916,CUST-1191,2025-10-24,16182.08,USD,17,1-30,False
2026-03-01,INV-104917,CUST-1009,2025-11-13,25158.17,USD,22,1-30,True
2026-03-01,INV-104918,CUST-1167,2026-01-14,5408.53,USD,54,31-60,False
2026-03-01,INV-104919,CUST-1127,2026-01-06,31863.99,USD,41,31-60,False
2026-03-01,INV-104920,CUST-1151,2025-11-29,18325.72,USD,130,90+,False
2026-03-01,INV-104921,CUST-1098,2025-10-09,19222.04,USD,102,90+,False
2026-03-01,INV-104922,CUST-1171,2026-02-07,60241.49,USD,51,31-60,False
2026-03-01,INV-104923,CUST-1111,2025-11-25,64078.63,USD,10,1-30,False
2026-03-01,INV-104924,CUST-1059,2026-03-07,23098.3,USD,54,31-60,False
2026-03-01,INV-104925,CUST-1189,2025-10-22,13583.45,USD,87,61-90,False
2026-03-01,INV-104926,CUST-1086,2025-12-20,52952.51,USD,113,90+,False
2026-03-01,INV-104927,CUST-1144,2026-01-08,15737.5,USD,24,1-30,False
2026-03-01,INV-104928,CUST-1064,2025-10-13,27259.34,USD,91,90+,False
2026-03-01,INV-104929,CUST-1056,2025-12-10,2174.03,USD,86,61-90,True
2026-03-01,INV-104930,CUST-1182,2025-10-16,31278.55,USD,80,61-90,False
2026-03-01,INV-104931,CUST-1105,2025-11-14,56056.58,USD,8,1-30,False
2026-03-01,INV-104932,CUST-1180,2025-12-04,55668.56,USD,98,90+,False
2026-03-01,INV-104933,CUST-1183,2026-02-16,79263.94,USD,35,31-60,False
2026-03-01,INV-104934,CUST-1008,2025-12-09,13944.28,USD,56,31-60,False
2026-03-01,INV-104935,CUST-1021,2026-02-25,6414.63,USD,62,61-90,False
2026-03-01,INV-104936,CUST-1140,2026-01-07,10832.95,USD,81,61-90,False
2026-03-01,INV-104937,CUST-1088,2026-01-09,11099.75,USD,19,1-30,False
2026-03-01,INV-104938,CUST-1175,2026-01-13,51149.54,USD,46,31-60,True
2026-03-01,INV-104939,CUST-1017,2026-02-17,47376.37,USD,19,1-30,False
2026-03-01,INV-104940,CUST-1114,2026-01-02,65208.06,USD,5,1-30,True
2026-03-01,INV-104941,CUST-1167,2025-11-11,14961.13,USD,72,61-90,False
2026-03-01,INV-104942,CUST-1144,2025-12-22,53944.8,USD,106,90+,False
2026-03-01,INV-104943,CUST-1142,2026-02-10,59083.94,USD,92,90+,False
2026-03-01,INV-104944,CUST-1105,2026-01-13,61962.06,USD,28,1-30,False
2026-03-01,INV-104945,CUST-1014,2026-03-04,27636.34,USD,99,90+,False
2026-03-01,INV-104946,CUST-1062,2025-10-28,18354.92,USD,110,90+,False
2026-03-01,INV-104947,CUST-1166,2025-10-26,59446.13,USD,120,90+,False
2026-03-01,INV-104948,CUST-1012,2026-01-24,8174.3,USD,48,31-60,False
2026-03-01,INV-104949,CUST-1080,2025-11-18,6511.86,USD,107,90+,False
2026-03-01,INV-104950,CUST-1031,2026-02-26,41691.93,USD,133,90+,False
2026-03-01,INV-104951,CUST-1136,2025-10-01,14015.29,USD,38,31-60,False
2026-03-01,INV-104952,CUST-1039,2025-12-31,23880.57,USD,31,31-60,True
2026-03-01,INV-104953,CUST-1147,2025-11-27,50965.8,USD,42,31-60,False
2026-03-01,INV-104954,CUST-1081,2025-12-18,14230.77,USD,107,90+,False
2026-03-01,INV-104955,CUST-1076,2025-12-20,22937.29,USD,27,1-30,False
2026-03-01,INV-104956,CUST-1190,2025-10-26,48922.56,USD,44,31-60,False
2026-03-01,INV-104957,CUST-1075,2026-03-02,41554.08,USD,64,61-90,False
2026-03-01,INV-104958,CUST-1171,2025-12-16,59206.23,USD,49,31-60,False
2026-03-01,INV-104959,CUST-1037,2026-03-10,24582.39,USD,53,31-60,True
2026-03-01,INV-104960,CUST-1187,2025-12-11,46252.58,USD,50,31-60,False
2026-03-01,INV-104961,CUST-1070,2025-12-08,13212.07,USD,42,31-60,False
2026-03-01,INV-104962,CUST-1047,2025-10-06,61255.21,USD,63,61-90,False
2026-03-01,INV-104963,CUST-1017,2025-10-23,38634.7,USD,29,1-30,False
2026-03-01,INV-104964,CUST-1143,2026-03-07,114633.78,USD,86,61-90,False
2026-03-01,INV-104965,CUST-1182,2025-11-23,24567.31,USD,65,61-90,False
2026-03-01,INV-104966,CUST-1038,2025-12-26,73192.2,USD,68,61-90,True
2026-03-01,INV-104967,CUST-1195,2025-10-11,58807.86,USD,14,1-30,False
2026-03-01,INV-104968,CUST-1186,2026-03-08,71741.49,USD,109,90+,False
2026-03-01,INV-104969,CUST-1088,2026-02-11,72831.67,USD,133,90+,False
2026-03-01,INV-104970,CUST-1061,2025-10-11,38936.3,USD,23,1-30,False
2026-03-01,INV-104971,CUST-1140,2025-12-16,16344.72,USD,120,90+,False
2026-03-01,INV-104972,CUST-1108,2025-10-12,13397.94,USD,84,61-90,False
2026-03-01,INV-104973,CUST-1080,2025-11-22,16438.65,USD,141,90+,False
2026-03-01,INV-104974,CUST-1133,2026-01-07,22217.78,USD,139,90+,False
2026-03-01,INV-104975,CUST-1076,2025-11-05,18156.23,USD,67,61-90,False
2026-03-01,INV-104976,CUST-1187,2026-02-22,9811.12,USD,121,90+,False
2026-03-01,INV-104977,CUST-1089,2025-10-28,46981.11,USD,43,31-60,False
2026-03-01,INV-104978,CUST-1013,2026-02-27,43992.11,USD,84,61-90,False
2026-03-01,INV-104979,CUST-1094,2026-01-10,24091.83,USD,40,31-60,False
2026-03-01,INV-104980,CUST-1053,2025-10-07,28954.55,USD,121,90+,False
2026-03-01,INV-104981,CUST-1131,2025-10-15,35330.25,USD,43,31-60,False
2026-03-01,INV-104982,CUST-1038,2026-02-16,15962.38,USD,74,61-90,True
2026-03-01,INV-104983,CUST-1071,2025-10-24,29958.47,USD,91,90+,False
2026-03-01,INV-104984,CUST-1024,2025-10-30,62881.29,USD,15,1-30,False
2026-03-01,INV-104985,CUST-1076,2025-12-05,11097.74,USD,85,61-90,False
2026-03-01,INV-104986,CUST-1159,2025-11-30,60074.14,USD,132,90+,False
2026-03-01,INV-104987,CUST-1186,2025-12-17,94108.61,USD,136,90+,False
2026-03-01,INV-104988,CUST-1190,2025-11-10,63826.0,USD,76,61-90,False
2026-03-01,INV-104989,CUST-1165,2025-12-21,17899.35,USD,38,31-60,True
2026-03-01,INV-104990,CUST-1119,2025-11-20,48294.5,USD,86,61-90,False
2026-03-01,INV-104991,CUST-1052,2026-03-21,15954.53,USD,63,61-90,False
2026-03-01,INV-104992,CUST-1194,2026-01-03,34203.38,USD,105,90+,True
2026-03-01,INV-104993,CUST-1155,2025-10-13,76909.15,USD,89,61-90,False
2026-03-01,INV-104994,CUST-1130,2025-12-29,55646.77,USD,145,90+,False
2026-03-01,INV-104995,CUST-1149,2026-02-17,5521.86,USD,66,61-90,False
2026-03-01,INV-104996,CUST-1095,2025-12-21,23437.72,USD,4,1-30,False
2026-03-01,INV-104997,CUST-1165,2025-10-09,56593.65,USD,58,31-60,False
2026-03-01,INV-104998,CUST-1199,2025-11-17,16884.48,USD,75,61-90,False
2026-03-01,INV-104999,CUST-1071,2025-11-18,11956.36,USD,3,1-30,False
2026-03-01,INV-105000,CUST-1061,2025-11-22,24038.51,USD,15,1-30,False
2026-03-01,INV-105001,CUST-1184,2025-11-09,56044.04,USD,74,61-90,False
2026-03-01,INV-105002,CUST-1005,2026-01-15,50400.97,USD,99,90+,False
2026-03-01,INV-105003,CUST-1031,2025-10-24,38234.4,USD,120,90+,False
2026-03-01,INV-105004,CUST-1098,2026-01-16,47836.01,USD,65,61-90,False
2026-03-01,INV-105005,CUST-1137,2025-11-02,30335.46,USD,135,90+,False
2026-03-01,INV-105006,CUST-1130,2025-10-23,22056.49,USD,20,1-30,False
2026-03-01,INV-105007,CUST-1186,2025-12-16,5616.1,USD,25,1-30,False
2026-03-01,INV-105008,CUST-1075,2025-11-23,7041.26,USD,142,90+,False
2026-03-01,INV-105009,CUST-1176,2025-11-22,66856.29,USD,29,1-30,False
2026-03-01,INV-105010,CUST-1058,2025-11-18,58677.33,USD,65,61-90,False
2026-03-01,INV-105011,CUST-1030,2025-12-17,50533.72,USD,79,61-90,False
2026-03-01,INV-105012,CUST-1092,2025-12-19,35764.59,USD,12,1-30,False
2026-03-01,INV-105013,CUST-1068,2026-03-26,48118.93,USD,0,Current,False
2026-03-01,INV-105014,CUST-1189,2026-01-10,19953.52,USD,128,90+,False
2026-03-01,INV-105015,CUST-1051,2026-01-30,21542.29,USD,140,90+,False
2026-03-01,INV-105016,CUST-1088,2026-01-11,33937.38,USD,60,31-60,False
