payment_id,customer_id,invoice_id,payment_date,amount,payment_method,status
PAY-1703,CUST-1133,INV-107979,2026-01-10,20522.83,Check,Partial
PAY-1704,CUST-1089,INV-108022,2026-01-16,41878.37,ACH,Completed
PAY-1705,CUST-1187,INV-107402,2026-02-20,33230.84,ACH,Partial
PAY-1706,CUST-1005,INV-107893,2026-01-11,47703.46,Check,Partial
PAY-1707,CUST-1018,INV-103287,2026-02-08,17115.85,ACH,Partial
PAY-1708,CUST-1018,INV-100165,2026-02-28,2399.4,Check,Completed
PAY-1709,CUST-1109,INV-100433,2026-01-28,7337.84,Wire,Partial
PAY-1710,CUST-1110,INV-101819,2026-01-21,25247.66,ACH,Partial
PAY-1711,CUST-1094,INV-104165,2026-01-28,34972.26,Check,Partial
PAY-1712,CUST-1086,INV-108734,2026-02-25,22848.16,Wire,Partial
PAY-1713,CUST-1139,INV-102232,2026-02-24,16921.48,ACH,Completed
PAY-1714,CUST-1012,INV-109865,2026-01-23,58497.11,Wire,Partial
PAY-1715,CUST-1085,INV-100139,2026-02-15,14939.1,ACH,Partial
PAY-1716,CUST-1177,INV-103334,2026-01-01,8039.86,Check,Completed
PAY-1717,CUST-1194,INV-104251,2026-02-18,18576.99,Check,Partial
PAY-1718,CUST-1075,INV-109695,2026-02-23,29621.14,Check,Partial
PAY-1719,CUST-1158,INV-107955,2026-01-13,60625.89,Check,Partial
PAY-1720,CUST-1076,INV-104416,2026-01-08,91595.06,Check,Partial
PAY-1721,CUST-1022,INV-106281,2026-01-19,24193.99,ACH,Partial
PAY-1722,CUST-1069,INV-108082,2026-01-24,21218.64,Check,Completed
PAY-1723,CUST-1124,INV-108393,2026-02-09,58902.65,ACH,Partial
PAY-1724,CUST-1057,INV-104185,2026-02-18,18711.59,ACH,Partial
PAY-1725,CUST-1194,INV-105568,2026-02-28,8658.89,ACH,Completed
PAY-1726,CUST-1198,INV-101469,2026-02-06,58316.96,ACH,Completed
PAY-1727,CUST-1137,INV-104896,2026-01-25,58785.19,ACH,Completed
PAY-1728,CUST-1067,INV-100985,2026-02-12,12777.95,ACH,Partial
PAY-1729,CUST-1171,INV-103553,2026-01-26,28608.12,Check,Partial
PAY-1730,CUST-1069,INV-108868,2026-02-15,19561.27,Check,Completed
PAY-1731,CUST-1081,INV-104748,2026-02-11,52407.0,Check,Partial
PAY-1732,CUST-1198,INV-108029,2026-01-27,7672.6,ACH,Completed
PAY-1733,CUST-1007,INV-103049,2026-02-01,29239.62,ACH,Completed
PAY-1734,CUST-1113,INV-101889,2026-02-13,33335.23,ACH,Partial
PAY-1735,CUST-1027,INV-101828,2026-01-03,17142.06,ACH,Completed
PAY-1736,CUST-1182,INV-107197,2026-02-10,73744.45,Wire,Partial
PAY-1737,CUST-1066,INV-107381,2026-02-12,17582.82,Wire,Completed
PAY-1738,CUST-1166,INV-108955,2026-01-09,12418.02,Check,Partial
PAY-1739,CUST-1160,INV-106311,2026-01-01,49407.25,Check,Completed
PAY-1740,CUST-1113,INV-104750,2026-01-18,20287.18,ACH,Partial
PAY-1741,CUST-1079,INV-101359,2026-01-03,5155.51,ACH,Completed
PAY-1742,CUST-1156,INV-100084,2026-01-14,27037.62,Check,Partial
PAY-1743,CUST-1144,INV-109057,2026-02-01,21484.65,Check,Partial
PAY-1744,CUST-1164,INV-103175,2026-01-04,43106.65,Check,Partial
PAY-1745,CUST-1133,INV-101141,2026-03-01,2779.08,ACH,Partial
PAY-1746,CUST-1173,INV-101061,2026-02-06,35083.48,Check,Partial
PAY-1747,CUST-1013,INV-106624,2026-01-21,46674.83,ACH,Partial
PAY-1748,CUST-1164,INV-104231,2026-02-11,8550.68,Wire,Completed
PAY-1749,CUST-1113,INV-108267,2026-01-27,41448.25,ACH,Partial
PAY-1750,CUST-1106,INV-106438,2026-01-05,30255.43,Check,Partial
PAY-1751,CUST-1075,INV-100315,2026-01-03,18275.58,Wire,Partial
PAY-1752,CUST-1082,INV-108688,2026-01-22,25440.34,Check,Completed
PAY-1753,CUST-1084,INV-109147,2026-01-20,10224.68,Wire,Completed
PAY-1754,CUST-1028,INV-108812,2026-02-10,21212.66,ACH,Completed
PAY-1755,CUST-1048,INV-103639,2026-02-13,24196.26,Check,Partial
PAY-1756,CUST-1001,INV-108209,2026-01-02,21250.47,Check,Completed
PAY-1757,CUST-1197,INV-104527,2026-02-12,52885.05,Check,Completed
PAY-1758,CUST-1088,INV-108807,2026-01-01,30318.57,Wire,Partial
PAY-1759,CUST-1069,INV-100148,2026-01-23,51845.67,ACH,Partial
PAY-1760,CUST-1192,INV-104535,2026-02-17,21129.12,Check,Partial
PAY-1761,CUST-1045,INV-104314,2026-01-25,37892.96,Wire,Completed
PAY-1762,CUST-1062,INV-106149,2026-01-26,29485.85,Wire,Completed
PAY-1763,CUST-1118,INV-108862,2026-02-26,29877.28,Check,Completed
PAY-1764,CUST-1084,INV-103681,2026-01-03,54257.87,ACH,Completed
PAY-1765,CUST-1148,INV-106982,2026-03-01,11459.4,Wire,Completed
PAY-1766,CUST-1026,INV-109210,2026-01-31,31332.0,Wire,Completed
PAY-1767,CUST-1190,INV-102942,2026-01-27,26968.8,Check,Completed
PAY-1768,CUST-1022,INV-109466,2026-01-13,48456.35,Check,Completed
PAY-1769,CUST-1099,INV-109694,2026-02-16,36779.87,Check,Completed
PAY-1770,CUST-1038,INV-106005,2026-02-02,35210.87,Check,Completed
PAY-1771,CUST-1057,INV-105560,2026-01-25,28640.09,Wire,Partial
PAY-1772,CUST-1044,INV-100883,2026-02-24,51520.81,Wire,Completed
PAY-1773,CUST-1141,INV-102671,2026-02-25,60077.42,Wire,Partial
PAY-1774,CUST-1149,INV-109744,2026-02-28,20852.57,Wire,Partial
PAY-1775,CUST-1016,INV-105186,2026-01-16,28124.75,Wire,Completed
PAY-1776,CUST-1156,INV-105946,2026-02-16,78590.35,Check,Completed
PAY-1777,CUST-1037,INV-102562,2026-02-07,9421.03,Wire,Completed
PAY-1778,CUST-1089,INV-101901,2026-01-26,24094.16,ACH,Completed
PAY-1779,CUST-1030,INV-108346,2026-02-23,6852.54,Check,Completed
PAY-1780,CUST-1097,INV-107680,2026-02-28,33145.2,Check,Partial
PAY-1781,CUST-1057,INV-105454,2026-02-16,14794.73,Check,Partial
PAY-1782,CUST-1090,INV-100387,2026-02-21,14895.79,ACH,Partial
PAY-1783,CUST-1016,INV-100003,2026-01-18,7258.19,Wire,Partial
PAY-1784,CUST-1119,INV-109176,2026-01-17,26649.52,Wire,Partial
PAY-1785,CUST-1022,INV-102427,2026-02-15,38544.26,Check,Partial
PAY-1786,CUST-1147,INV-109930,2026-02-23,9712.24,ACH,Completed
PAY-1787,CUST-1095,INV-101034,2026-01-25,7609.63,Check,Partial
PAY-1788,CUST-1003,INV-100715,2026-02-27,36355.96,Wire,Completed
PAY-1789,CUST-1072,INV-107886,2026-01-26,3675.42,Check,Partial
PAY-1790,CUST-1074,INV-101532,2026-01-18,40530.03,ACH,Partial
PAY-1791,CUST-1048,INV-106328,2026-02-18,43694.91,Wire,Partial
PAY-1792,CUST-1108,INV-109369,2026-01-01,18895.58,Check,Partial
PAY-1793,CUST-1025,INV-101902,2026-02-15,16490.79,ACH,Completed
PAY-1794,CUST-1031,INV-100921,2026-01-07,19947.79,ACH,Completed
PAY-1795,CUST-1027,INV-100693,2026-01-30,11763.73,ACH,Partial
PAY-1796,CUST-1050,INV-108858,2026-02-02,16001.31,ACH,Completed
PAY-1797,CUST-1167,INV-101251,2026-01-25,31208.25,Wire,Partial
PAY-1798,CUST-1036,INV-100101,2026-01-25,35730.73,ACH,Partial
PAY-1799,CUST-1178,INV-105813,2026-01-27,15156.47,Check,Completed
PAY-1800,CUST-1056,INV-101800,2026-02-04,13867.76,ACH,Partial
PAY-1801,CUST-1079,INV-100071,2026-02-12,20811.7,Wire,Partial
PAY-1802,CUST-1071,INV-107666,2026-01-18,12219.32,Wire,Partial
PAY-1803,CUST-1194,INV-100883,2026-02-26,30054.1,Check,Completed
PAY-1804,CUST-1002,INV-103049,2026-01-30,20199.97,Check,Completed
PAY-1805,CUST-1190,INV-103903,2026-01-14,11990.73,Check,Completed
PAY-1806,CUST-1139,INV-107408,2026-02-04,10213.76,Check,Completed
PAY-1807,CUST-1110,INV-107956,2026-02-03,24074.36,ACH,Partial
PAY-1808,CUST-1090,INV-101433,2026-01-20,31125.35,ACH,Completed
PAY-1809,CUST-1050,INV-107822,2026-01-15,37808.06,ACH,Partial
PAY-1810,CUST-1138,INV-105546,2026-01-07,63250.12,Check,Completed
PAY-1811,CUST-1133,INV-105848,2026-01-13,14338.3,Check,Partial
PAY-1812,CUST-1139,INV-109894,2026-02-05,20413.71,Check,Completed
PAY-1813,CUST-1024,INV-105647,2026-02-09,56628.0,ACH,Completed
PAY-1814,CUST-1025,INV-106690,2026-03-01,9800.24,ACH,Completed
PAY-1815,CUST-1185,INV-103211,2026-02-22,13497.04,Check,Completed
PAY-1816,CUST-1079,INV-108119,2026-02-03,42186.7,Check,Completed
PAY-1817,CUST-1035,INV-107919,2026-01-13,51423.38,ACH,Completed
PAY-1818,CUST-1163,INV-100307,2026-02-27,75282.64,Check,Partial
PAY-1819,CUST-1020,INV-104487,2026-01-04,69365.11,ACH,Completed
PAY-1820,CUST-1048,INV-100086,2026-01-13,1491.67,ACH,Completed
PAY-1821,CUST-1083,INV-109354,2026-02-17,25818.14,Check,Partial
PAY-1822,CUST-1117,INV-105498,2026-02-13,33975.96,Check,Completed
PAY-1823,CUST-1059,INV-107210,2026-01-13,28489.03,Check,Partial
PAY-1824,CUST-1105,INV-100865,2026-01-23,48857.96,Wire,Completed
PAY-1825,CUST-1189,INV-108344,2026-01-29,11133.62,Wire,Partial
PAY-1826,CUST-1122,INV-106615,2026-02-02,24750.98,Check,Completed
PAY-1827,CUST-1018,INV-102711,2026-01-23,43793.63,Wire,Partial
PAY-1828,CUST-1138,INV-100617,2026-01-03,10398.64,ACH,Partial
PAY-1829,CUST-1077,INV-109710,2026-02-01,13732.74,ACH,Partial
PAY-1830,CUST-1099,INV-103921,2026-02-24,32956.09,ACH,Completed
PAY-1831,CUST-1130,INV-100937,2026-01-03,32940.36,ACH,Partial
PAY-1832,CUST-1184,INV-101614,2026-01-12,77843.98,ACH,Partial
PAY-1833,CUST-1127,INV-105230,2026-03-01,20632.77,ACH,Partial
PAY-1834,CUST-1106,INV-107435,2026-02-25,19245.1,ACH,Completed
PAY-1835,CUST-1196,INV-102524,2026-01-04,50633.01,ACH,Completed
PAY-1836,CUST-1180,INV-103731,2026-02-02,17390.98,Wire,Completed
PAY-1837,CUST-1193,INV-106530,2026-02-01,36448.92,Wire,Completed
PAY-1838,CUST-1139,INV-103407,2026-01-17,34025.12,Check,Partial
PAY-1839,CUST-1061,INV-103654,2026-02-21,44070.46,ACH,Completed
PAY-1840,CUST-1044,INV-101264,2026-01-09,41849.33,ACH,Completed
PAY-1841,CUST-1056,INV-104323,2026-01-05,42361.64,ACH,Completed
PAY-1842,CUST-1129,INV-101685,2026-01-21,32059.64,Wire,Partial
PAY-1843,CUST-1100,INV-109166,2026-01-03,42286.59,Check,Completed
PAY-1844,CUST-1182,INV-104168,2026-02-22,19574.29,Wire,Partial
PAY-1845,CUST-1018,INV-101552,2026-02-08,18576.68,ACH,Completed
PAY-1846,CUST-1060,INV-104318,2026-01-03,55308.97,Wire,Completed
PAY-1847,CUST-1151,INV-105645,2026-02-06,52915.85,Wire,Partial
PAY-1848,CUST-1004,INV-100484,2026-02-13,29476.7,Wire,Completed
PAY-1849,CUST-1153,INV-105804,2026-02-04,27969.13,Wire,Completed
PAY-1850,CUST-1162,INV-106409,2026-02-02,18221.19,ACH,Completed
PAY-1851,CUST-1018,INV-109173,2026-02-23,68762.0,ACH,Completed
PAY-1852,CUST-1030,INV-106359,2026-01-03,2905.24,Wire,Completed
PAY-1853,CUST-1171,INV-109910,2026-02-17,69659.78,ACH,Completed
PAY-1854,CUST-1146,INV-106897,2026-01-18,15111.25,Wire,Partial
PAY-1855,CUST-1105,INV-107349,2026-01-03,35973.33,Check,Completed
PAY-1856,CUST-1080,INV-105248,2026-01-29,27724.07,Check,Completed
PAY-1857,CUST-1139,INV-102612,2026-02-06,31634.28,ACH,Completed
PAY-1858,CUST-1162,INV-105983,2026-01-05,69328.83,ACH,Partial
PAY-1859,CUST-1089,INV-103791,2026-01-09,19561.17,ACH,Completed
PAY-1860,CUST-1185,INV-108274,2026-01-12,15229.03,Wire,Partial
PAY-1861,CUST-1116,INV-103096,2026-01-16,22833.65,Check,Completed
PAY-1862,CUST-1124,INV-107600,2026-01-27,14876.96,Check,Completed
PAY-1863,CUST-1071,INV-105193,2026-01-09,29980.62,ACH,Completed
PAY-1864,CUST-1103,INV-105763,2026-02-19,33540.72,Check,Partial
PAY-1865,CUST-1024,INV-109879,2026-02-28,30664.14,ACH,Partial
PAY-1866,CUST-1152,INV-102477,2026-02-23,70795.2,ACH,Completed
PAY-1867,CUST-1140,INV-101989,2026-02-26,16052.81,Check,Partial
PAY-1868,CUST-1041,INV-106008,2026-02-26,111715.96,Check,Completed
PAY-1869,CUST-1142,INV-109611,2026-02-12,31097.94,Wire,Completed
PAY-1870,CUST-1022,INV-109043,2026-01-22,6265.66,ACH,Partial
PAY-1871,CUST-1027,INV-108651,2026-01-17,12494.0,Wire,Partial
PAY-1872,CUST-1111,INV-107485,2026-01-01,40095.19,Wire,Partial
PAY-1873,CUST-1012,INV-109803,2026-02-26,56706.12,Check,Partial
PAY-1874,CUST-1095,INV-105561,2026-01-03,31468.49,Check,Completed
PAY-1875,CUST-1074,INV-106309,2026-01-05,10207.91,Check,Completed
PAY-1876,CUST-1171,INV-105571,2026-01-22,9858.31,Wire,Completed
PAY-1877,CUST-1179,INV-106288,2026-01-01,34815.28,Check,Partial
PAY-1878,CUST-1034,INV-102514,2026-02-16,13395.44,Check,Completed
PAY-1879,CUST-1046,INV-103754,2026-02-18,6571.17,ACH,Partial
PAY-1880,CUST-1162,INV-107204,2026-01-04,38101.45,Check,Partial
PAY-1881,CUST-1049,INV-104507,2026-01-22,17384.57,ACH,Partial
PAY-1882,CUST-1086,INV-108577,2026-01-24,25154.91,Wire,Completed
PAY-1883,CUST-1039,INV-103493,2026-02-24,16328.66,ACH,Completed
PAY-1884,CUST-1076,INV-104133,2026-02-01,70112.68,Check,Partial
PAY-1885,CUST-1197,INV-107385,2026-02-15,10119.23,ACH,Partial
PAY-1886,CUST-1041,INV-103114,2026-01-02,9650.4,Check,Completed
PAY-1887,CUST-1142,INV-102165,2026-02-05,49983.63,Wire,Partial
PAY-1888,CUST-1059,INV-102653,2026-01-05,1938.72,ACH,Partial
PAY-1889,CUST-1057,INV-109539,2026-02-25,89475.22,Check,Partial
PAY-1890,CUST-1196,INV-100197,2026-01-07,34040.44,Check,Partial
PAY-1891,CUST-1032,INV-109697,2026-02-05,46566.97,ACH,Partial
PAY-1892,CUST-1167,INV-106394,2026-02-09,26851.03,ACH,Partial
PAY-1893,CUST-1001,INV-109208,2026-02-12,9410.66,Wire,Partial
PAY-1894,CUST-1160,INV-102515,2026-01-08,36603.74,Check,Partial
PAY-1895,CUST-1152,INV-109023,2026-02-05,60258.56,Check,Completed
PAY-1896,CUST-1058,INV-109764,2026-02-12,11564.37,ACH,Partial
PAY-1897,CUST-1154,INV-107670,2026-01-12,22656.81,ACH,Partial
PAY-1898,CUST-1183,INV-108295,2026-01-28,13327.73,Wire,Partial
PAY-1899,CUST-1111,INV-102032,2026-01-02,39755.39,ACH,Completed
PAY-1900,CUST-1024,INV-101257,2026-02-16,35465.69,ACH,Partial
PAY-1901,CUST-1132,INV-106216,2026-01-14,81474.59,Wire,Partial
PAY-1902,CUST-1061,INV-105281,2026-01-19,14507.04,ACH,Completed
PAY-1903,CUST-1170,INV-105018,2026-01-21,43771.06,Check,Completed
PAY-1904,CUST-1103,INV-100336,2026-01-30,33602.74,Check,Completed
PAY-1905,CUST-1195,INV-105608,2026-02-18,45365.0,Wire,Partial
PAY-1906,CUST-1077,INV-104292,2026-02-17,14474.02,Wire,Partial
PAY-1907,CUST-1104,INV-100994,2026-02-06,4590.62,Wire,Completed
PAY-1908,CUST-1090,INV-100099,2026-02-21,23032.34,ACH,Partial
PAY-1909,CUST-1163,INV-102110,2026-01-21,25213.14,ACH,Completed
PAY-1910,CUST-1123,INV-109549,2026-01-28,77802.83,Check,Partial
PAY-1911,CUST-1097,INV-101020,2026-03-01,13263.71,Wire,Partial
PAY-1912,CUST-1137,INV-103777,2026-02-02,38298.39,Wire,Completed
PAY-1913,CUST-1114,INV-102331,2026-02-11,6896.62,Wire,Completed
PAY-1914,CUST-1149,INV-109934,2026-01-07,17372.61,Check,Completed
PAY-1915,CUST-1085,INV-100875,2026-02-11,11942.61,Wire,Partial
PAY-1916,CUST-1027,INV-108173,2026-02-26,34437.45,Check,Partial
PAY-1917,CUST-1047,INV-107305,2026-01-16,24462.62,Wire,Completed
PAY-1918,CUST-1187,INV-108610,2026-02-06,28623.18,Check,Completed
PAY-1919,CUST-1083,INV-105889,2026-02-20,13181.84,Check,Partial
PAY-1920,CUST-1062,INV-100990,2026-01-25,4073.1,ACH,Partial
PAY-1921,CUST-1001,INV-102474,2026-02-07,15270.7,Check,Partial
PAY-1922,CUST-1022,INV-108875,2026-02-13,38045.75,Wire,Partial
PAY-1923,CUST-1050,INV-100042,2026-02-07,41962.15,Wire,Completed
PAY-1924,CUST-1111,INV-102035,2026-02-11,29661.97,Check,Completed
PAY-1925,CUST-1079,INV-103379,2026-02-11,41193.55,Check,Completed
PAY-1926,CUST-1155,INV-109837,2026-02-14,11252.98,ACH,Completed
PAY-1927,CUST-1115,INV-104242,2026-02-20,31894.32,Check,Partial
PAY-1928,CUST-1000,INV-104912,2026-01-30,48725.46,ACH,Completed
PAY-1929,CUST-1142,INV-102428,2026-01-17,7750.66,Wire,Partial
PAY-1930,CUST-1014,INV-109966,2026-01-16,16187.11,ACH,Completed
PAY-1931,CUST-1042,INV-109918,2026-01-04,18186.6,Check,Partial
PAY-1932,CUST-1132,INV-103187,2026-01-30,11444.88,Wire,Completed
PAY-1933,CUST-1199,INV-109680,2026-01-20,6717.47,Check,Partial
PAY-1934,CUST-1102,INV-103740,2026-02-04,57473.67,Check,Completed
PAY-1935,CUST-1124,INV-100843,2026-02-28,37179.11,Wire,Completed
PAY-1936,CUST-1037,INV-103278,2026-01-05,22820.31,ACH,Partial
PAY-1937,CUST-1062,INV-101076,2026-02-14,13825.52,ACH,Completed
PAY-1938,CUST-1170,INV-107265,2026-01-14,6966.49,ACH,Partial
PAY-1939,CUST-1050,INV-106068,2026-02-10,14716.2,ACH,Completed
PAY-1940,CUST-1077,INV-106800,2026-02-10,46897.24,ACH,Partial
PAY-1941,CUST-1082,INV-106900,2026-02-09,66078.68,ACH,Partial
PAY-1942,CUST-1153,INV-102295,2026-01-28,59013.23,Wire,Partial
PAY-1943,CUST-1096,INV-109705,2026-01-10,14638.19,Check,Completed
PAY-1944,CUST-1173,INV-102897,2026-02-23,8626.59,Wire,Partial
PAY-1945,CUST-1139,INV-103927,2026-02-21,19436.3,Check,Partial
PAY-1946,CUST-1092,INV-107499,2026-01-30,25651.25,Wire,Completed
PAY-1947,CUST-1139,INV-103107,2026-02-19,28925.94,Check,Completed
PAY-1948,CUST-1028,INV-107364,2026-02-01,18641.61,Check,Partial
PAY-1949,CUST-1104,INV-102231,2026-01-12,11831.8,Wire,Partial
PAY-1950,CUST-1060,INV-108258,2026-02-14,56719.39,ACH,Completed
PAY-1951,CUST-1040,INV-102080,2026-01-16,34428.08,Check,Partial
PAY-1952,CUST-1147,INV-105286,2026-01-26,22039.76,Wire,Completed
PAY-1953,CUST-1045,INV-106841,2026-02-04,15615.98,Check,Partial
PAY-1954,CUST-1157,INV-109739,2026-02-10,13569.79,ACH,Completed
PAY-1955,CUST-1038,INV-101268,2026-01-16,71022.46,Check,Partial
PAY-1956,CUST-1039,INV-109701,2026-01-17,2669.15,ACH,Partial
PAY-1957,CUST-1178,INV-104691,2026-02-17,23414.71,Check,Partial
PAY-1958,CUST-1001,INV-109040,2026-01-23,59879.19,ACH,Partial
PAY-1959,CUST-1192,INV-108135,2026-02-11,29308.71,Check,Completed
PAY-1960,CUST-1155,INV-106762,2026-01-22,47094.66,ACH,Completed
PAY-1961,CUST-1050,INV-107692,2026-02-19,44185.37,Check,Partial
PAY-1962,CUST-1119,INV-101874,2026-01-21,49454.76,Wire,Partial
PAY-1963,CUST-1007,INV-100601,2026-02-03,123643.21,Check,Completed
PAY-1964,CUST-1030,INV-106259,2026-02-15,45010.39,ACH,Completed
PAY-1965,CUST-1038,INV-107044,2026-02-26,5473.6,ACH,Partial
PAY-1966,CUST-1187,INV-104780,2026-01-05,82498.72,Check,Partial
PAY-1967,CUST-1082,INV-107512,2026-02-07,39830.48,Check,Partial
PAY-1968,CUST-1143,INV-109604,2026-02-21,45210.78,Check,Completed
PAY-1969,CUST-1022,INV-102582,2026-01-31,9009.64,ACH,Partial
PAY-1970,CUST-1138,INV-100095,2026-02-02,22693.95,Wire,Partial
PAY-1971,CUST-1120,INV-104220,2026-02-16,64588.18,Wire,Partial
PAY-1972,CUST-1181,INV-108425,2026-01-03,26230.57,Wire,Completed
PAY-1973,CUST-1068,INV-104677,2026-02-22,27086.84,ACH,Partial
PAY-1974,CUST-1011,INV-106774,2026-01-19,57872.45,ACH,Completed
PAY-1975,CUST-1035,INV-108213,2026-02-25,3252.97,Wire,Completed
PAY-1976,CUST-1056,INV-102808,2026-01-18,6559.2,Wire,Partial
PAY-1977,CUST-1153,INV-101235,2026-01-28,7390.69,ACH,Partial
PAY-1978,CUST-1091,INV-108187,2026-01-15,25909.24,ACH,Completed
PAY-1979,CUST-1193,INV-102522,2026-02-19,22566.49,ACH,Partial
PAY-1980,CUST-1089,INV-107350,2026-02-02,32083.21,ACH,Partial
PAY-1981,CUST-1003,INV-108609,2026-01-28,5624.31,ACH,Partial
PAY-1982,CUST-1143,INV-100552,2026-02-15,21435.08,ACH,Completed
PAY-1983,CUST-1021,INV-102587,2026-02-18,16705.76,Wire,Completed
PAY-1984,CUST-1191,INV-107966,2026-02-21,57894.18,ACH,Partial
PAY-1985,CUST-1106,INV-107700,2026-01-08,10672.47,Check,Completed
PAY-1986,CUST-1069,INV-105193,2026-02-25,20162.83,ACH,Completed
PAY-1987,CUST-1138,INV-108227,2026-02-09,33788.58,ACH,Partial
PAY-1988,CUST-1169,INV-106092,2026-02-28,15435.31,Wire,Completed
PAY-1989,CUST-1084,INV-104065,2026-02-18,84954.39,Wire,Partial
PAY-1990,CUST-1038,INV-108722,2026-01-30,44014.07,ACH,Completed
PAY-1991,CUST-1174,INV-103089,2026-01-01,36781.9,ACH,Partial
PAY-1992,CUST-1149,INV-106227,2026-01-07,34240.05,Check,Completed
PAY-1993,CUST-1029,INV-104800,2026-02-24,16787.88,Wire,Partial
PAY-1994,CUST-1157,INV-100917,2026-02-27,2537.36,Wire,Completed
PAY-1995,CUST-1160,INV-107889,2026-01-14,28722.59,ACH,Completed
PAY-1996,CUST-1103,INV-106537,2026-01-21,25430.98,ACH,Partial
PAY-1997,CUST-1157,INV-102067,2026-02-25,14698.45,Check,Completed
PAY-1998,CUST-1164,INV-109211,2026-01-06,53083.33,Check,Completed
PAY-1999,CUST-1052,INV-109532,2026-01-17,31651.61,Check,Partial
PAY-2000,CUST-1157,INV-102404,2026-01-14,2831.75,Check,Partial
PAY-2001,CUST-1153,INV-107317,2026-01-07,26775.93,Check,Partial
PAY-2002,CUST-1133,INV-108963,2026-01-15,26311.15,ACH,Partial
PAY-2003,CUST-1053,INV-102873,2026-01-08,26934.78,ACH,Completed
PAY-2004,CUST-1183,INV-107707,2026-03-01,7075.46,Wire,Completed
PAY-2005,CUST-1131,INV-105480,2026-02-25,25738.81,Wire,Completed
PAY-2006,CUST-1078,INV-100716,2026-02-17,17292.4,Wire,Partial
PAY-2007,CUST-1035,INV-109272,2026-01-10,12592.31,ACH,Partial
PAY-2008,CUST-1062,INV-104159,2026-01-29,6840.69,Wire,Completed
PAY-2009,CUST-1130,INV-106429,2026-02-10,49016.98,Wire,Completed
PAY-2010,CUST-1056,INV-106485,2026-01-19,93421.17,Check,Completed
PAY-2011,CUST-1079,INV-102556,2026-01-02,68679.91,Check,Partial
PAY-2012,CUST-1015,INV-101457,2026-01-08,11431.69,Wire,Partial
PAY-2013,CUST-1167,INV-107605,2026-01-30,53871.51,Check,Partial
PAY-2014,CUST-1180,INV-106678,2026-02-12,20861.15,Wire,Partial
PAY-2015,CUST-1119,INV-103601,2026-02-05,2867.81,Check,Partial
PAY-2016,CUST-1133,INV-103837,2026-02-19,17802.78,ACH,Partial
PAY-2017,CUST-1148,INV-108272,2026-01-18,26829.54,ACH,Completed
PAY-2018,CUST-1008,INV-102428,2026-01-02,30614.08,ACH,Partial
PAY-2019,CUST-1190,INV-106837,2026-01-05,30048.5,Wire,Completed
PAY-2020,CUST-1170,INV-108030,2026-02-15,9256.97,Wire,Partial
PAY-2021,CUST-1199,INV-103995,2026-01-13,15834.25,Wire,Partial
PAY-2022,CUST-1027,INV-102695,2026-02-09,32257.61,Check,Completed
PAY-2023,CUST-1044,INV-104511,2026-02-26,14419.28,Wire,Partial
PAY-2024,CUST-1057,INV-107029,2026-01-11,12217.82,Wire,Partial
PAY-2025,CUST-1028,INV-103879,2026-02-23,11499.16,ACH,Completed
PAY-2026,CUST-1094,INV-103762,2026-01-08,6780.06,Wire,Partial
PAY-2027,CUST-1120,INV-100222,2026-02-16,10812.66,Check,Partial
PAY-2028,CUST-1181,INV-106339,2026-02-07,35008.43,ACH,Completed
PAY-2029,CUST-1056,INV-101014,2026-01-17,18387.9,ACH,Partial
PAY-2030,CUST-1032,INV-101018,2026-01-11,24396.15,Check,Completed
PAY-2031,CUST-1197,INV-102296,2026-02-26,28607.66,Wire,Completed
PAY-2032,CUST-1191,INV-108417,2026-01-26,10501.34,ACH,Partial
PAY-2033,CUST-1107,INV-105773,2026-02-08,93436.45,ACH,Partial
PAY-2034,CUST-1131,INV-104582,2026-02-03,16624.4,Wire,Completed
PAY-2035,CUST-1015,INV-105269,2026-01-03,20582.31,Check,Completed
PAY-2036,CUST-1130,INV-103947,2026-02-19,13457.93,Wire,Completed
PAY-2037,CUST-1088,INV-106353,2026-01-25,78854.14,Check,Completed
PAY-2038,CUST-1190,INV-104411,2026-01-24,71663.81,Wire,Partial
PAY-2039,CUST-1080,INV-109778,2026-02-22,2594.83,ACH,Partial
PAY-2040,CUST-1149,INV-104495,2026-02-21,10495.66,Wire,Partial
PAY-2041,CUST-1081,INV-109707,2026-01-23,17791.72,Wire,Completed
PAY-2042,CUST-1095,INV-105247,2026-01-30,46158.31,ACH,Partial
PAY-2043,CUST-1145,INV-108069,2026-02-15,22721.72,ACH,Partial
PAY-2044,CUST-1056,INV-100768,2026-02-10,49415.42,Check,Partial
PAY-2045,CUST-1152,INV-109227,2026-02-09,36692.72,Check,Partial
PAY-2046,CUST-1027,INV-108215,2026-02-25,15440.81,Wire,Partial
PAY-2047,CUST-1167,INV-102173,2026-01-27,75252.5,Wire,Partial
PAY-2048,CUST-1150,INV-105290,2026-02-19,2837.03,ACH,Completed
PAY-2049,CUST-1135,INV-103292,2026-02-13,93101.31,ACH,Completed
PAY-2050,CUST-1140,INV-106111,2026-02-13,2248.23,Wire,Completed
PAY-2051,CUST-1171,INV-107224,2026-01-10,36463.33,Wire,Partial
PAY-2052,CUST-1120,INV-105780,2026-01-09,33784.68,Wire,Partial
PAY-2053,CUST-1046,INV-102080,2026-01-02,10448.14,Check,Partial
PAY-2054,CUST-1009,INV-109376,2026-02-25,26512.87,Wire,Partial
